theta_deg,r_mm,z_mm
15.4299,24.9851,90.5232
15.4382,25.0023,90.5344
15.4466,25.0196,90.5455
15.4549,25.0369,90.5566
15.4633,25.0542,90.5678
15.4717,25.0715,90.5789
15.4800,25.0888,90.5901
15.4884,25.1061,90.6012
15.4967,25.1234,90.6124
15.5051,25.1408,90.6235
15.5134,25.1581,90.6347
15.5218,25.1754,90.6458
15.5301,25.1928,90.6570
15.5385,25.2101,90.6682
15.5468,25.2275,90.6793
15.5552,25.2448,90.6905
15.5635,25.2622,90.7017
15.5719,25.2795,90.7128
15.5803,25.2969,90.7240
15.5886,25.3143,90.7352
15.5970,25.3317,90.7464
15.6053,25.3490,90.7575
15.6137,25.3664,90.7687
15.6220,25.3838,90.7799
15.6304,25.4012,90.7911
15.6387,25.4186,90.8023
15.6471,25.4361,90.8135
15.6554,25.4535,90.8247
15.6638,25.4709,90.8359
15.6722,25.4883,90.8471
15.6805,25.5058,90.8583
15.6889,25.5232,90.8695
15.6972,25.5407,90.8807
15.7056,25.5581,90.8919
15.7139,25.5756,90.9032
15.7223,25.5930,90.9144
15.7306,25.6105,90.9256
15.7390,25.6280,90.9368
15.7473,25.6454,90.9480
15.7557,25.6629,90.9593
15.7640,25.6804,90.9705
15.7724,25.6979,90.9817
15.7808,25.7154,90.9930
15.7891,25.7329,91.0042
15.7975,25.7504,91.0154
15.8058,25.7679,91.0267
15.8142,25.7855,91.0379
15.8225,25.8030,91.0492
15.8309,25.8205,91.0604
15.8392,25.8381,91.0717
15.8476,25.8556,91.0829
15.8559,25.8731,91.0942
15.8643,25.8907,91.1055
15.8726,25.9083,91.1167
15.8810,25.9258,91.1280
15.8894,25.9434,91.1393
15.8977,25.9610,91.1505
15.9061,25.9786,91.1618
15.9144,25.9961,91.1731
15.9228,26.0137,91.1844
15.9311,26.0313,91.1956
15.9395,26.0489,91.2069
15.9478,26.0665,91.2182
15.9562,26.0842,91.2295
15.9645,26.1018,91.2408
15.9729,26.1194,91.2521
15.9813,26.1370,91.2634
15.9896,26.1547,91.2747
15.9980,26.1723,91.2860
16.0063,26.1900,91.2973
16.0147,26.2076,91.3086
16.0230,26.2253,91.3199
16.0314,26.2429,91.3312
16.0397,26.2606,91.3425
16.0481,26.2783,91.3538
16.0564,26.2960,91.3651
16.0648,26.3136,91.3765
16.0731,26.3313,91.3878
16.0815,26.3490,91.3991
16.0899,26.3667,91.4104
16.0982,26.3844,91.4218
16.1066,26.4022,91.4331
16.1149,26.4199,91.4444
16.1233,26.4376,91.4558
16.1316,26.4553,91.4671
16.1400,26.4731,91.4785
16.1483,26.4908,91.4898
16.1567,26.5085,91.5012
16.1650,26.5263,91.5125
16.1734,26.5441,91.5239
16.1817,26.5618,91.5352
16.1901,26.5796,91.5466
16.1985,26.5974,91.5579
16.2068,26.6151,91.5693
16.2152,26.6329,91.5807
16.2235,26.6507,91.5920
16.2319,26.6685,91.6034
16.2402,26.6863,91.6148
16.2486,26.7041,91.6262
16.2569,26.7219,91.6375
16.2653,26.7398,91.6489
16.2736,26.7576,91.6603
16.2820,26.7754,91.6717
16.2903,26.7932,91.6831
16.2987,26.8111,91.6945
16.3071,26.8289,91.7059
16.3154,26.8468,91.7173
16.3238,26.8646,91.7287
16.3321,26.8825,91.7401
16.3405,26.9004,91.7515
16.3488,26.9182,91.7629
16.3572,26.9361,91.7743
16.3655,26.9540,91.7857
16.3739,26.9719,91.7971
16.3822,26.9898,91.8085
16.3906,27.0077,91.8199
16.3990,27.0256,91.8314
16.4073,27.0435,91.8428
16.4157,27.0614,91.8542
16.4240,27.0794,91.8656
16.4324,27.0973,91.8771
16.4407,27.1152,91.8885
16.4491,27.1332,91.8999
16.4574,27.1511,91.9114
16.4658,27.1691,91.9228
16.4741,27.1870,91.9343
16.4825,27.2050,91.9457
16.4908,27.2230,91.9572
16.4992,27.2409,91.9686
16.5076,27.2589,91.9801
16.5159,27.2769,91.9915
16.5243,27.2949,92.0030
16.5326,27.3129,92.0144
16.5410,27.3309,92.0259
16.5493,27.3489,92.0374
16.5577,27.3669,92.0488
16.5660,27.3850,92.0603
16.5744,27.4030,92.0718
16.5827,27.4210,92.0833
16.5911,27.4390,92.0947
16.5994,27.4571,92.1062
16.6078,27.4751,92.1177
16.6162,27.4932,92.1292
16.6245,27.5113,92.1407
16.6329,27.5293,92.1522
16.6412,27.5474,92.1637
16.6496,27.5655,92.1752
16.6579,27.5836,92.1867
16.6663,27.6016,92.1982
16.6746,27.6197,92.2097
16.6830,27.6378,92.2212
16.6913,27.6559,92.2327
16.6997,27.6741,92.2442
16.7081,27.6922,92.2557
16.7164,27.7103,92.2672
16.7248,27.7284,92.2788
16.7331,27.7466,92.2903
16.7415,27.7647,92.3018
16.7498,27.7828,92.3133
16.7582,27.8010,92.3249
16.7665,27.8192,92.3364
16.7749,27.8373,92.3479
16.7832,27.8555,92.3595
16.7916,27.8737,92.3710
16.7999,27.8918,92.3825
16.8083,27.9100,92.3941
16.8167,27.9282,92.4056
16.8250,27.9464,92.4172
16.8334,27.9646,92.4287
16.8417,27.9828,92.4403
16.8501,28.0010,92.4519
16.8584,28.0193,92.4634
16.8668,28.0375,92.4750
16.8751,28.0557,92.4865
16.8835,28.0740,92.4981
16.8918,28.0922,92.5097
16.9002,28.1104,92.5213
16.9085,28.1287,92.5328
16.9169,28.1470,92.5444
16.9253,28.1652,92.5560
16.9336,28.1835,92.5676
16.9420,28.2018,92.5792
16.9503,28.2201,92.5908
16.9587,28.2384,92.6023
16.9670,28.2567,92.6139
16.9754,28.2750,92.6255
16.9837,28.2933,92.6371
16.9921,28.3116,92.6487
17.0004,28.3299,92.6603
17.0088,28.3482,92.6719
17.0172,28.3665,92.6836
17.0255,28.3849,92.6952
17.0339,28.4032,92.7068
17.0422,28.4216,92.7184
17.0506,28.4399,92.7300
17.0589,28.4583,92.7416
17.0673,28.4766,92.7533
17.0756,28.4950,92.7649
17.0840,28.5134,92.7765
17.0923,28.5318,92.7881
17.1007,28.5502,92.7998
17.1090,28.5686,92.8114
17.1174,28.5870,92.8231
17.1258,28.6054,92.8347
17.1341,28.6238,92.8463
17.1425,28.6422,92.8580
17.1508,28.6606,92.8696
17.1592,28.6790,92.8813
17.1675,28.6975,92.8929
17.1759,28.7159,92.9046
17.1842,28.7344,92.9163
17.1926,28.7528,92.9279
17.2009,28.7713,92.9396
17.2093,28.7897,92.9513
17.2176,28.8082,92.9629
17.2260,28.8267,92.9746
17.2344,28.8452,92.9863
17.2427,28.8637,92.9980
17.2511,28.8822,93.0096
17.2594,28.9006,93.0213
17.2678,28.9192,93.0330
17.2761,28.9377,93.0447
17.2845,28.9562,93.0564
17.2928,28.9747,93.0681
17.3012,28.9932,93.0798
17.3095,29.0118,93.0915
17.3179,29.0303,93.1032
17.3262,29.0489,93.1149
17.3346,29.0674,93.1266
17.3430,29.0860,93.1383
17.3513,29.1045,93.1500
17.3597,29.1231,93.1617
17.3680,29.1417,93.1734
17.3764,29.1603,93.1851
17.3847,29.1788,93.1969
17.3931,29.1974,93.2086
17.4014,29.2160,93.2203
17.4098,29.2346,93.2320
17.4181,29.2533,93.2438
17.4265,29.2719,93.2555
17.4349,29.2905,93.2672
17.4432,29.3091,93.2790
17.4516,29.3278,93.2907
17.4599,29.3464,93.3025
17.4683,29.3651,93.3142
17.4766,29.3837,93.3260
17.4850,29.4024,93.3377
17.4933,29.4210,93.3495
17.5017,29.4397,93.3612
17.5100,29.4584,93.3730
17.5184,29.4771,93.3848
17.5267,29.4957,93.3965
17.5351,29.5144,93.4083
17.5435,29.5331,93.4201
17.5518,29.5519,93.4318
17.5602,29.5706,93.4436
17.5685,29.5893,93.4554
17.5769,29.6080,93.4672
17.5852,29.6267,93.4789
17.5936,29.6455,93.4907
17.6019,29.6642,93.5025
17.6103,29.6830,93.5143
17.6186,29.7017,93.5261
17.6270,29.7205,93.5379
17.6353,29.7392,93.5497
17.6437,29.7580,93.5615
17.6521,29.7768,93.5733
17.6604,29.7956,93.5851
17.6688,29.8144,93.5969
17.6771,29.8332,93.6087
17.6855,29.8520,93.6205
17.6938,29.8708,93.6324
17.7022,29.8896,93.6442
17.7105,29.9084,93.6560
17.7189,29.9272,93.6678
17.7272,29.9461,93.6796
17.7356,29.9649,93.6915
17.7440,29.9838,93.7033
17.7523,30.0026,93.7151
17.7607,30.0215,93.7270
17.7690,30.0403,93.7388
17.7774,30.0592,93.7507
17.7857,30.0781,93.7625
17.7941,30.0970,93.7744
17.8024,30.1158,93.7862
17.8108,30.1347,93.7981
17.8191,30.1536,93.8099
17.8275,30.1725,93.8218
17.8358,30.1915,93.8336
17.8442,30.2104,93.8455
17.8526,30.2293,93.8574
17.8609,30.2482,93.8692
17.8693,30.2672,93.8811
17.8776,30.2861,93.8930
17.8860,30.3050,93.9048
17.8943,30.3240,93.9167
17.9027,30.3430,93.9286
17.9110,30.3619,93.9405
17.9194,30.3809,93.9524
17.9277,30.3999,93.9643
17.9361,30.4189,93.9762
17.9444,30.4379,93.9880
17.9528,30.4568,93.9999
17.9612,30.4758,94.0118
17.9695,30.4949,94.0237
17.9779,30.5139,94.0357
17.9862,30.5329,94.0476
17.9946,30.5519,94.0595
18.0029,30.5710,94.0714
18.0113,30.5900,94.0833
18.0196,30.6090,94.0952
18.0280,30.6281,94.1071
18.0363,30.6471,94.1191
18.0447,30.6662,94.1310
18.0530,30.6853,94.1429
18.0614,30.7044,94.1548
18.0698,30.7234,94.1668
18.0781,30.7425,94.1787
18.0865,30.7616,94.1906
18.0948,30.7807,94.2026
18.1032,30.7998,94.2145
18.1115,30.8189,94.2265
18.1199,30.8381,94.2384
18.1282,30.8572,94.2504
18.1366,30.8763,94.2623
18.1449,30.8955,94.2743
18.1533,30.9146,94.2862
18.1617,30.9338,94.2982
18.1700,30.9529,94.3102
18.1784,30.9721,94.3221
18.1867,30.9912,94.3341
18.1951,31.0104,94.3461
18.2034,31.0296,94.3580
18.2118,31.0488,94.3700
18.2201,31.0680,94.3820
18.2285,31.0872,94.3940
18.2368,31.1064,94.4060
18.2452,31.1256,94.4180
18.2535,31.1448,94.4300
18.2619,31.1640,94.4419
18.2703,31.1833,94.4539
18.2786,31.2025,94.4659
18.2870,31.2217,94.4779
18.2953,31.2410,94.4899
18.3037,31.2602,94.5019
18.3120,31.2795,94.5140
18.3204,31.2988,94.5260
18.3287,31.3180,94.5380
18.3371,31.3373,94.5500
18.3454,31.3566,94.5620
18.3538,31.3759,94.5740
18.3621,31.3952,94.5861
18.3705,31.4145,94.5981
18.3789,31.4338,94.6101
18.3872,31.4531,94.6221
18.3956,31.4725,94.6342
18.4039,31.4918,94.6462
18.4123,31.5111,94.6583
18.4206,31.5305,94.6703
18.4290,31.5498,94.6823
18.4373,31.5692,94.6944
18.4457,31.5885,94.7064
18.4540,31.6079,94.7185
18.4624,31.6273,94.7306
18.4708,31.6467,94.7426
18.4791,31.6660,94.7547
18.4875,31.6854,94.7667
18.4958,31.7048,94.7788
18.5042,31.7242,94.7909
18.5125,31.7437,94.8029
18.5209,31.7631,94.8150
18.5292,31.7825,94.8271
18.5376,31.8019,94.8392
18.5459,31.8214,94.8513
18.5543,31.8408,94.8633
18.5626,31.8603,94.8754
18.5710,31.8797,94.8875
18.5794,31.8992,94.8996
18.5877,31.9186,94.9117
18.5961,31.9381,94.9238
18.6044,31.9576,94.9359
18.6128,31.9771,94.9480
18.6211,31.9966,94.9601
18.6295,32.0161,94.9722
18.6378,32.0356,94.9843
18.6462,32.0551,94.9964
18.6545,32.0746,95.0086
18.6629,32.0941,95.0207
18.6712,32.1137,95.0328
18.6796,32.1332,95.0449
18.6880,32.1528,95.0570
18.6963,32.1723,95.0692
18.7047,32.1919,95.0813
18.7130,32.2114,95.0934
18.7214,32.2310,95.1056
18.7297,32.2506,95.1177
18.7381,32.2702,95.1299
18.7464,32.2898,95.1420
18.7548,32.3093,95.1542
18.7631,32.3290,95.1663
18.7715,32.3486,95.1785
18.7798,32.3682,95.1906
18.7882,32.3878,95.2028
18.7966,32.4074,95.2149
18.8049,32.4271,95.2271
18.8133,32.4467,95.2393
18.8216,32.4663,95.2514
18.8300,32.4860,95.2636
18.8383,32.5057,95.2758
18.8467,32.5253,95.2879
18.8550,32.5450,95.3001
18.8634,32.5647,95.3123
18.8717,32.5844,95.3245
18.8801,32.6040,95.3367
18.8885,32.6237,95.3489
18.8968,32.6435,95.3611
18.9052,32.6632,95.3733
18.9135,32.6829,95.3855
18.9219,32.7026,95.3977
18.9302,32.7223,95.4099
18.9386,32.7421,95.4221
18.9469,32.7618,95.4343
18.9553,32.7816,95.4465
18.9636,32.8013,95.4587
18.9720,32.8211,95.4709
18.9803,32.8408,95.4831
18.9887,32.8606,95.4954
18.9971,32.8804,95.5076
19.0054,32.9002,95.5198
19.0138,32.9200,95.5320
19.0221,32.9398,95.5443
19.0305,32.9596,95.5565
19.0388,32.9794,95.5687
19.0472,32.9992,95.5810
19.0555,33.0191,95.5932
19.0639,33.0389,95.6055
19.0722,33.0587,95.6177
19.0806,33.0786,95.6300
19.0889,33.0984,95.6422
19.0973,33.1183,95.6545
19.1057,33.1382,95.6667
19.1140,33.1580,95.6790
19.1224,33.1779,95.6913
19.1307,33.1978,95.7035
19.1391,33.2177,95.7158
19.1474,33.2376,95.7281
19.1558,33.2575,95.7403
19.1641,33.2774,95.7526
19.1725,33.2973,95.7649
19.1808,33.3172,95.7772
19.1892,33.3372,95.7895
19.1976,33.3571,95.8018
19.2059,33.3771,95.8141
19.2143,33.3970,95.8263
19.2226,33.4170,95.8386
19.2310,33.4369,95.8509
19.2393,33.4569,95.8632
19.2477,33.4769,95.8755
19.2560,33.4969,95.8879
19.2644,33.5168,95.9002
19.2727,33.5368,95.9125
19.2811,33.5568,95.9248
19.2894,33.5769,95.9371
19.2978,33.5969,95.9494
19.3062,33.6169,95.9617
19.3145,33.6369,95.9741
19.3229,33.6570,95.9864
19.3312,33.6770,95.9987
19.3396,33.6971,96.0111
19.3479,33.7171,96.0234
19.3563,33.7372,96.0357
19.3646,33.7572,96.0481
19.3730,33.7773,96.0604
19.3813,33.7974,96.0728
19.3897,33.8175,96.0851
19.3980,33.8376,96.0975
19.4064,33.8577,96.1098
19.4148,33.8778,96.1222
19.4231,33.8979,96.1346
19.4315,33.9180,96.1469
19.4398,33.9382,96.1593
19.4482,33.9583,96.1716
19.4565,33.9784,96.1840
19.4649,33.9986,96.1964
19.4732,34.0187,96.2088
19.4816,34.0389,96.2211
19.4899,34.0591,96.2335
19.4983,34.0792,96.2459
19.5066,34.0994,96.2583
19.5150,34.1196,96.2707
19.5234,34.1398,96.2831
19.5317,34.1600,96.2955
19.5401,34.1802,96.3079
19.5484,34.2004,96.3203
19.5568,34.2207,96.3327
19.5651,34.2409,96.3451
19.5735,34.2611,96.3575
19.5818,34.2814,96.3699
19.5902,34.3016,96.3823
19.5985,34.3219,96.3947
19.6069,34.3421,96.4072
19.6153,34.3624,96.4196
19.6236,34.3827,96.4320
19.6320,34.4029,96.4444
19.6403,34.4232,96.4569
19.6487,34.4435,96.4693
19.6570,34.4638,96.4817
19.6654,34.4841,96.4942
19.6737,34.5045,96.5066
19.6821,34.5248,96.5191
19.6904,34.5451,96.5315
19.6988,34.5654,96.5439
19.7071,34.5858,96.5564
19.7155,34.6061,96.5689
19.7239,34.6265,96.5813
19.7322,34.6469,96.5938
19.7406,34.6672,96.6062
19.7489,34.6876,96.6187
19.7573,34.7080,96.6312
19.7656,34.7284,96.6436
19.7740,34.7488,96.6561
19.7823,34.7692,96.6686
19.7907,34.7896,96.6811
19.7990,34.8100,96.6936
19.8074,34.8304,96.7060
19.8157,34.8508,96.7185
19.8241,34.8713,96.7310
19.8325,34.8917,96.7435
19.8408,34.9122,96.7560
19.8492,34.9326,96.7685
19.8575,34.9531,96.7810
19.8659,34.9736,96.7935
19.8742,34.9940,96.8060
19.8826,35.0145,96.8185
19.8909,35.0350,96.8310
19.8993,35.0555,96.8435
19.9076,35.0760,96.8561
19.9160,35.0965,96.8686
19.9244,35.1170,96.8811
19.9327,35.1376,96.8936
19.9411,35.1581,96.9062
19.9494,35.1786,96.9187
19.9578,35.1992,96.9312
19.9661,35.2197,96.9438
19.9745,35.2403,96.9563
19.9828,35.2609,96.9688
19.9912,35.2814,96.9814
19.9995,35.3020,96.9939
20.0079,35.3226,97.0065
20.0162,35.3432,97.0190
20.0246,35.3638,97.0316
20.0330,35.3844,97.0441
20.0413,35.4050,97.0567
20.0497,35.4256,97.0693
20.0580,35.4463,97.0818
20.0664,35.4669,97.0944
20.0747,35.4875,97.1070
20.0831,35.5082,97.1195
20.0914,35.5288,97.1321
20.0998,35.5495,97.1447
20.1081,35.5702,97.1573
20.1165,35.5908,97.1699
20.1248,35.6115,97.1824
20.1332,35.6322,97.1950
20.1416,35.6529,97.2076
20.1499,35.6736,97.2202
20.1583,35.6943,97.2328
20.1666,35.7150,97.2454
20.1750,35.7358,97.2580
20.1833,35.7565,97.2706
20.1917,35.7772,97.2832
20.2000,35.7980,97.2959
20.2084,35.8187,97.3085
20.2167,35.8395,97.3211
20.2251,35.8602,97.3337
20.2335,35.8810,97.3463
20.2418,35.9018,97.3590
20.2502,35.9226,97.3716
20.2585,35.9434,97.3842
20.2669,35.9642,97.3969
20.2752,35.9850,97.4095
20.2836,36.0058,97.4221
20.2919,36.0266,97.4348
20.3003,36.0474,97.4474
20.3086,36.0683,97.4601
20.3170,36.0891,97.4727
20.3253,36.1100,97.4854
20.3337,36.1308,97.4980
20.3421,36.1517,97.5107
20.3504,36.1726,97.5234
20.3588,36.1934,97.5360
20.3671,36.2143,97.5487
20.3755,36.2352,97.5614
20.3838,36.2561,97.5740
20.3922,36.2770,97.5867
20.4005,36.2979,97.5994
20.4089,36.3188,97.6121
20.4172,36.3398,97.6247
20.4256,36.3607,97.6374
20.4339,36.3816,97.6501
20.4423,36.4026,97.6628
20.4507,36.4235,97.6755
20.4590,36.4445,97.6882
20.4674,36.4655,97.7009
20.4757,36.4864,97.7136
20.4841,36.5074,97.7263
20.4924,36.5284,97.7390
20.5008,36.5494,97.7517
20.5091,36.5704,97.7644
20.5175,36.5914,97.7772
20.5258,36.6124,97.7899
20.5342,36.6334,97.8026
20.5425,36.6545,97.8153
20.5509,36.6755,97.8281
20.5593,36.6966,97.8408
20.5676,36.7176,97.8535
20.5760,36.7387,97.8663
20.5843,36.7597,97.8790
20.5927,36.7808,97.8917
20.6010,36.8019,97.9045
20.6094,36.8230,97.9172
20.6177,36.8441,97.9300
20.6261,36.8652,97.9427
20.6344,36.8863,97.9555
20.6428,36.9074,97.9682
20.6512,36.9285,97.9810
20.6595,36.9496,97.9938
20.6679,36.9708,98.0065
20.6762,36.9919,98.0193
20.6846,37.0131,98.0321
20.6929,37.0342,98.0449
20.7013,37.0554,98.0576
20.7096,37.0766,98.0704
20.7180,37.0977,98.0832
20.7263,37.1189,98.0960
20.7347,37.1401,98.1088
20.7430,37.1613,98.1216
20.7514,37.1825,98.1344
20.7598,37.2037,98.1472
20.7681,37.2250,98.1599
20.7765,37.2462,98.1728
20.7848,37.2674,98.1856
20.7932,37.2887,98.1984
20.8015,37.3099,98.2112
20.8099,37.3312,98.2240
20.8182,37.3524,98.2368
20.8266,37.3737,98.2496
20.8349,37.3950,98.2624
20.8433,37.4163,98.2753
20.8516,37.4376,98.2881
20.8600,37.4589,98.3009
20.8684,37.4802,98.3138
20.8767,37.5015,98.3266
20.8851,37.5228,98.3394
20.8934,37.5441,98.3523
20.9018,37.5655,98.3651
20.9101,37.5868,98.3780
20.9185,37.6082,98.3908
20.9268,37.6295,98.4037
20.9352,37.6509,98.4165
20.9435,37.6723,98.4294
20.9519,37.6936,98.4423
20.9603,37.7150,98.4551
20.9686,37.7364,98.4680
20.9770,37.7578,98.4809
20.9853,37.7792,98.4937
20.9937,37.8006,98.5066
21.0020,37.8221,98.5195
21.0104,37.8435,98.5324
21.0187,37.8649,98.5452
21.0271,37.8864,98.5581
21.0354,37.9078,98.5710
21.0438,37.9293,98.5839
21.0521,37.9508,98.5968
21.0605,37.9722,98.6097
21.0689,37.9937,98.6226
21.0772,38.0152,98.6355
21.0856,38.0367,98.6484
21.0939,38.0582,98.6613
21.1023,38.0797,98.6742
21.1106,38.1012,98.6871
21.1190,38.1227,98.7001
21.1273,38.1443,98.7130
21.1357,38.1658,98.7259
21.1440,38.1874,98.7388
21.1524,38.2089,98.7518
21.1607,38.2305,98.7647
21.1691,38.2520,98.7776
21.1775,38.2736,98.7906
21.1858,38.2952,98.8035
21.1942,38.3168,98.8164
21.2025,38.3384,98.8294
21.2109,38.3600,98.8423
21.2192,38.3816,98.8553
21.2276,38.4032,98.8682
21.2359,38.4249,98.8812
21.2443,38.4465,98.8942
21.2526,38.4681,98.9071
21.2610,38.4898,98.9201
21.2693,38.5114,98.9331
21.2777,38.5331,98.9460
21.2861,38.5548,98.9590
21.2944,38.5764,98.9720
21.3028,38.5981,98.9850
21.3111,38.6198,98.9979
21.3195,38.6415,99.0109
21.3278,38.6632,99.0239
21.3362,38.6849,99.0369
21.3445,38.7067,99.0499
21.3529,38.7284,99.0629
21.3612,38.7501,99.0759
21.3696,38.7719,99.0889
21.3780,38.7936,99.1019
21.3863,38.8154,99.1149
21.3947,38.8371,99.1279
21.4030,38.8589,99.1409
21.4114,38.8807,99.1539
21.4197,38.9025,99.1670
21.4281,38.9243,99.1800
21.4364,38.9461,99.1930
21.4448,38.9679,99.2060
21.4531,38.9897,99.2191
21.4615,39.0115,99.2321
21.4698,39.0334,99.2451
21.4782,39.0552,99.2582
21.4866,39.0771,99.2712
21.4949,39.0989,99.2843
21.5033,39.1208,99.2973
21.5116,39.1426,99.3104
21.5200,39.1645,99.3234
21.5283,39.1864,99.3365
21.5367,39.2083,99.3495
21.5450,39.2302,99.3626
21.5534,39.2521,99.3756
21.5617,39.2740,99.3887
21.5701,39.2959,99.4018
21.5784,39.3179,99.4149
21.5868,39.3398,99.4279
21.5952,39.3618,99.4410
21.6035,39.3837,99.4541
21.6119,39.4057,99.4672
21.6202,39.4276,99.4803
21.6286,39.4496,99.4934
21.6369,39.4716,99.5064
21.6453,39.4936,99.5195
21.6536,39.5156,99.5326
21.6620,39.5376,99.5457
21.6703,39.5596,99.5588
21.6787,39.5816,99.5720
21.6871,39.6036,99.5851
21.6954,39.6257,99.5982
21.7038,39.6477,99.6113
21.7121,39.6698,99.6244
21.7205,39.6918,99.6375
21.7288,39.7139,99.6507
21.7372,39.7360,99.6638
21.7455,39.7580,99.6769
21.7539,39.7801,99.6900
21.7622,39.8022,99.7032
21.7706,39.8243,99.7163
21.7789,39.8464,99.7295
21.7873,39.8686,99.7426
21.7957,39.8907,99.7558
21.8040,39.9128,99.7689
21.8124,39.9349,99.7821
21.8207,39.9571,99.7952
21.8291,39.9793,99.8084
21.8374,40.0014,99.8215
21.8458,40.0236,99.8347
21.8541,40.0458,99.8479
21.8625,40.0679,99.8610
21.8708,40.0901,99.8742
21.8792,40.1123,99.8874
21.8875,40.1345,99.9006
21.8959,40.1568,99.9137
21.9043,40.1790,99.9269
21.9126,40.2012,99.9401
21.9210,40.2235,99.9533
21.9293,40.2457,99.9665
21.9377,40.2680,99.9797
21.9460,40.2902,99.9929
21.9544,40.3125,100.0061
21.9627,40.3348,100.0193
21.9711,40.3570,100.0325
21.9794,40.3793,100.0457
21.9878,40.4016,100.0589
21.9961,40.4239,100.0721
22.0045,40.4463,100.0854
22.0129,40.4686,100.0986
22.0212,40.4909,100.1118
22.0296,40.5133,100.1250
22.0379,40.5356,100.1383
22.0463,40.5580,100.1515
22.0546,40.5803,100.1647
22.0630,40.6027,100.1780
22.0713,40.6251,100.1912
22.0797,40.6474,100.2045
22.0880,40.6698,100.2177
22.0964,40.6922,100.2310
22.1048,40.7146,100.2442
22.1131,40.7371,100.2575
22.1215,40.7595,100.2707
22.1298,40.7819,100.2840
22.1382,40.8043,100.2973
22.1465,40.8268,100.3105
22.1549,40.8492,100.3238
22.1632,40.8717,100.3371
22.1716,40.8942,100.3504
22.1799,40.9167,100.3636
22.1883,40.9391,100.3769
22.1966,40.9616,100.3902
22.2050,40.9841,100.4035
22.2134,41.0066,100.4168
22.2217,41.0291,100.4301
22.2301,41.0517,100.4434
22.2384,41.0742,100.4567
22.2468,41.0967,100.4700
22.2551,41.1193,100.4833
22.2635,41.1418,100.4966
22.2718,41.1644,100.5099
22.2802,41.1870,100.5232
22.2885,41.2095,100.5365
22.2969,41.2321,100.5499
22.3052,41.2547,100.5632
22.3136,41.2773,100.5765
22.3220,41.2999,100.5898
22.3303,41.3226,100.6032
22.3387,41.3452,100.6165
22.3470,41.3678,100.6298
22.3554,41.3904,100.6432
22.3637,41.4131,100.6565
22.3721,41.4358,100.6699
22.3804,41.4584,100.6832
22.3888,41.4811,100.6966
22.3971,41.5038,100.7099
22.4055,41.5264,100.7233
22.4139,41.5491,100.7367
22.4222,41.5718,100.7500
22.4306,41.5946,100.7634
22.4389,41.6173,100.7768
22.4473,41.6400,100.7901
22.4556,41.6627,100.8035
22.4640,41.6855,100.8169
22.4723,41.7082,100.8303
22.4807,41.7310,100.8436
22.4890,41.7537,100.8570
22.4974,41.7765,100.8704
22.5057,41.7993,100.8838
22.5141,41.8221,100.8972
22.5225,41.8449,100.9106
22.5308,41.8677,100.9240
22.5392,41.8905,100.9374
22.5475,41.9133,100.9508
22.5559,41.9361,100.9642
22.5642,41.9590,100.9777
22.5726,41.9818,100.9911
22.5809,42.0047,101.0045
22.5893,42.0275,101.0179
22.5976,42.0504,101.0313
22.6060,42.0733,101.0448
22.6143,42.0962,101.0582
22.6227,42.1191,101.0716
22.6311,42.1420,101.0851
22.6394,42.1649,101.0985
22.6478,42.1878,101.1120
22.6561,42.2107,101.1254
22.6645,42.2336,101.1389
22.6728,42.2566,101.1523
22.6812,42.2795,101.1658
22.6895,42.3025,101.1792
22.6979,42.3254,101.1927
22.7062,42.3484,101.2061
22.7146,42.3714,101.2196
22.7229,42.3944,101.2331
22.7313,42.4174,101.2466
22.7397,42.4404,101.2600
22.7480,42.4634,101.2735
22.7564,42.4864,101.2870
22.7647,42.5094,101.3005
22.7731,42.5325,101.3140
22.7814,42.5555,101.3275
22.7898,42.5785,101.3410
22.7981,42.6016,101.3544
22.8065,42.6247,101.3679
22.8148,42.6477,101.3815
22.8232,42.6708,101.3950
22.8316,42.6939,101.4085
22.8399,42.7170,101.4220
22.8483,42.7401,101.4355
22.8566,42.7632,101.4490
22.8650,42.7864,101.4625
22.8733,42.8095,101.4761
22.8817,42.8326,101.4896
22.8900,42.8558,101.5031
22.8984,42.8789,101.5166
22.9067,42.9021,101.5302
22.9151,42.9253,101.5437
22.9234,42.9484,101.5573
22.9318,42.9716,101.5708
22.9402,42.9948,101.5843
22.9485,43.0180,101.5979
22.9569,43.0412,101.6115
22.9652,43.0645,101.6250
22.9736,43.0877,101.6386
22.9819,43.1109,101.6521
22.9903,43.1342,101.6657
22.9986,43.1574,101.6793
23.0070,43.1807,101.6928
23.0153,43.2039,101.7064
23.0237,43.2272,101.7200
23.0320,43.2505,101.7336
23.0404,43.2738,101.7471
23.0488,43.2971,101.7607
23.0571,43.3204,101.7743
23.0655,43.3437,101.7879
23.0738,43.3671,101.8015
23.0822,43.3904,101.8151
23.0905,43.4137,101.8287
23.0989,43.4371,101.8423
23.1072,43.4604,101.8559
23.1156,43.4838,101.8695
23.1239,43.5072,101.8831
23.1323,43.5306,101.8968
23.1407,43.5539,101.9104
23.1490,43.5773,101.9240
23.1574,43.6007,101.9376
23.1657,43.6242,101.9513
23.1741,43.6476,101.9649
23.1824,43.6710,101.9785
23.1908,43.6945,101.9922
23.1991,43.7179,102.0058
23.2075,43.7414,102.0194
